Id,ActivityHour,TotalIntensity,AverageIntensity,Hour
1503960366,4/13/2016 9:00:00 AM,27,0.45,9:00
1503960366,4/13/2016 10:00:00 AM,15,0.25,10:00
1503960366,4/13/2016 11:00:00 AM,16,0.266667,11:00
1503960366,4/13/2016 12:00:00 PM,15,0.25,12:00
1503960366,4/13/2016 1:00:00 PM,10,0.166667,13:00
1503960366,4/13/2016 2:00:00 PM,46,0.766667,14:00
1503960366,4/13/2016 3:00:00 PM,13,0.216667,15:00
1503960366,4/13/2016 4:00:00 PM,10,0.166667,16:00
1503960366,4/13/2016 5:00:00 PM,23,0.383333,17:00
1503960366,4/13/2016 6:00:00 PM,25,0.416667,18:00
1503960366,4/13/2016 7:00:00 PM,13,0.216667,19:00
1503960366,4/13/2016 8:00:00 PM,0,0,20:00
1503960366,4/13/2016 9:00:00 PM,0,0,21:00
1503960366,4/13/2016 10:00:00 PM,11,0.183333,22:00
1503960366,4/13/2016 11:00:00 PM,56,0.933333,23:00
1503960366,4/14/2016 12:00:00 AM,4,0.066667,0:00
1503960366,4/14/2016 1:00:00 AM,3,0.05,1:00
1503960366,4/14/2016 2:00:00 AM,0,0,2:00
1503960366,4/14/2016 3:00:00 AM,0,0,3:00
1503960366,4/14/2016 4:00:00 AM,0,0,4:00
1503960366,4/14/2016 5:00:00 AM,0,0,5:00
1503960366,4/14/2016 6:00:00 AM,0,0,6:00
1503960366,4/14/2016 7:00:00 AM,0,0,7:00
1503960366,4/14/2016 8:00:00 AM,0,0,8:00
1503960366,4/14/2016 9:00:00 AM,14,0.233333,9:00
1503960366,4/14/2016 10:00:00 AM,23,0.383333,10:00
1503960366,4/14/2016 11:00:00 AM,7,0.116667,11:00
1503960366,4/14/2016 12:00:00 PM,18,0.3,12:00
1503960366,4/14/2016 1:00:00 PM,54,0.9,13:00
1503960366,4/14/2016 2:00:00 PM,22,0.366667,14:00
1503960366,4/14/2016 3:00:00 PM,7,0.116667,15:00
1503960366,4/14/2016 4:00:00 PM,25,0.416667,16:00
1503960366,4/14/2016 5:00:00 PM,5,0.083333,17:00
1503960366,4/14/2016 6:00:00 PM,12,0.2,18:00
1503960366,4/14/2016 7:00:00 PM,1,0.016667,19:00
1503960366,4/14/2016 8:00:00 PM,24,0.4,20:00
1503960366,4/14/2016 9:00:00 PM,57,0.95,21:00
1503960366,4/14/2016 10:00:00 PM,17,0.283333,22:00
1503960366,4/14/2016 11:00:00 PM,0,0,23:00
1503960366,4/15/2016 12:00:00 AM,6,0.1,0:00
1503960366,4/15/2016 1:00:00 AM,5,0.083333,1:00
1503960366,4/15/2016 2:00:00 AM,7,0.116667,2:00
1503960366,4/15/2016 3:00:00 AM,0,0,3:00
1503960366,4/15/2016 4:00:00 AM,0,0,4:00
1503960366,4/15/2016 5:00:00 AM,1,0.016667,5:00
1503960366,4/15/2016 6:00:00 AM,0,0,6:00
1503960366,4/15/2016 7:00:00 AM,1,0.016667,7:00
1503960366,4/15/2016 8:00:00 AM,5,0.083333,8:00
1503960366,4/15/2016 9:00:00 AM,2,0.033333,9:00
1503960366,4/15/2016 10:00:00 AM,8,0.133333,10:00
1503960366,4/15/2016 11:00:00 AM,23,0.383333,11:00
1503960366,4/15/2016 12:00:00 PM,13,0.216667,12:00
1503960366,4/15/2016 1:00:00 PM,9,0.15,13:00
1503960366,4/15/2016 2:00:00 PM,0,0,14:00
1503960366,4/15/2016 3:00:00 PM,0,0,15:00
1503960366,4/15/2016 4:00:00 PM,0,0,16:00
1503960366,4/15/2016 5:00:00 PM,47,0.783333,17:00
1503960366,4/15/2016 6:00:00 PM,22,0.366667,18:00
1503960366,4/15/2016 7:00:00 PM,32,0.533333,19:00
1503960366,4/15/2016 8:00:00 PM,8,0.133333,20:00
1503960366,4/15/2016 9:00:00 PM,14,0.233333,21:00
1503960366,4/15/2016 10:00:00 PM,66,1.1,22:00
1503960366,4/15/2016 11:00:00 PM,95,1.583333,23:00
1503960366,4/16/2016 12:00:00 AM,15,0.25,0:00
1503960366,4/16/2016 1:00:00 AM,0,0,1:00
1503960366,4/16/2016 2:00:00 AM,3,0.05,2:00
1503960366,4/16/2016 3:00:00 AM,1,0.016667,3:00
1503960366,4/16/2016 4:00:00 AM,1,0.016667,4:00
1503960366,4/16/2016 5:00:00 AM,1,0.016667,5:00
1503960366,4/16/2016 6:00:00 AM,0,0,6:00
1503960366,4/16/2016 7:00:00 AM,4,0.066667,7:00
1503960366,4/16/2016 8:00:00 AM,9,0.15,8:00
1503960366,4/16/2016 9:00:00 AM,38,0.633333,9:00
1503960366,4/16/2016 10:00:00 AM,14,0.233333,10:00
1503960366,4/16/2016 11:00:00 AM,30,0.5,11:00
1503960366,4/16/2016 12:00:00 PM,42,0.7,12:00
1503960366,4/16/2016 1:00:00 PM,90,1.5,13:00
1503960366,4/16/2016 2:00:00 PM,20,0.333333,14:00
1503960366,4/16/2016 3:00:00 PM,0,0,15:00
1503960366,4/16/2016 4:00:00 PM,2,0.033333,16:00
1503960366,4/16/2016 5:00:00 PM,17,0.283333,17:00
1503960366,4/16/2016 6:00:00 PM,10,0.166667,18:00
1503960366,4/16/2016 7:00:00 PM,12,0.2,19:00
1503960366,4/16/2016 8:00:00 PM,19,0.316667,20:00
1503960366,4/16/2016 9:00:00 PM,13,0.216667,21:00
1503960366,4/16/2016 10:00:00 PM,3,0.05,22:00
1503960366,4/16/2016 11:00:00 PM,5,0.083333,23:00
1503960366,4/17/2016 12:00:00 AM,0,0,0:00
1503960366,4/17/2016 1:00:00 AM,0,0,1:00
1503960366,4/17/2016 2:00:00 AM,0,0,2:00
1503960366,4/17/2016 3:00:00 AM,1,0.016667,3:00
1503960366,4/17/2016 4:00:00 AM,0,0,4:00
1503960366,4/17/2016 5:00:00 AM,0,0,5:00
1503960366,4/17/2016 6:00:00 AM,0,0,6:00
1503960366,4/17/2016 7:00:00 AM,0,0,7:00
1503960366,4/17/2016 8:00:00 AM,0,0,8:00
1503960366,4/17/2016 9:00:00 AM,0,0,9:00
1503960366,4/17/2016 10:00:00 AM,0,0,10:00
1503960366,4/17/2016 11:00:00 AM,9,0.15,11:00
1503960366,4/17/2016 12:00:00 PM,18,0.3,12:00
1503960366,4/17/2016 1:00:00 PM,23,0.383333,13:00
1503960366,4/17/2016 2:00:00 PM,10,0.166667,14:00
1503960366,4/17/2016 3:00:00 PM,13,0.216667,15:00
1503960366,4/17/2016 4:00:00 PM,2,0.033333,16:00
1503960366,4/17/2016 5:00:00 PM,71,1.183333,17:00
1503960366,4/17/2016 6:00:00 PM,39,0.65,18:00
1503960366,4/17/2016 7:00:00 PM,24,0.4,19:00
1503960366,4/17/2016 8:00:00 PM,87,1.45,20:00
1503960366,4/17/2016 9:00:00 PM,16,0.266667,21:00
1503960366,4/17/2016 10:00:00 PM,5,0.083333,22:00
1503960366,4/17/2016 11:00:00 PM,0,0,23:00
1503960366,4/18/2016 12:00:00 AM,21,0.35,0:00
1503960366,4/18/2016 1:00:00 AM,0,0,1:00
1503960366,4/18/2016 2:00:00 AM,0,0,2:00
1503960366,4/18/2016 3:00:00 AM,0,0,3:00
1503960366,4/18/2016 4:00:00 AM,0,0,4:00
1503960366,4/18/2016 5:00:00 AM,0,0,5:00
1503960366,4/18/2016 6:00:00 AM,0,0,6:00
1503960366,4/18/2016 7:00:00 AM,0,0,7:00
1503960366,4/18/2016 8:00:00 AM,0,0,8:00
1503960366,4/18/2016 9:00:00 AM,39,0.65,9:00
1503960366,4/18/2016 10:00:00 AM,17,0.283333,10:00
1503960366,4/18/2016 11:00:00 AM,15,0.25,11:00
1503960366,4/18/2016 12:00:00 PM,40,0.666667,12:00
1503960366,4/18/2016 1:00:00 PM,9,0.15,13:00
1503960366,4/18/2016 2:00:00 PM,7,0.116667,14:00
1503960366,4/18/2016 3:00:00 PM,14,0.233333,15:00
1503960366,4/18/2016 4:00:00 PM,17,0.283333,16:00
1503960366,4/18/2016 5:00:00 PM,18,0.3,17:00
1503960366,4/18/2016 6:00:00 PM,114,1.9,18:00
1503960366,4/18/2016 7:00:00 PM,30,0.5,19:00
1503960366,4/18/2016 8:00:00 PM,2,0.033333,20:00
1503960366,4/18/2016 9:00:00 PM,11,0.183333,21:00
1503960366,4/18/2016 10:00:00 PM,19,0.316667,22:00
1503960366,4/18/2016 11:00:00 PM,18,0.3,23:00
1503960366,4/19/2016 12:00:00 AM,0,0,0:00
1503960366,4/19/2016 1:00:00 AM,1,0.016667,1:00
1503960366,4/19/2016 2:00:00 AM,0,0,2:00
1503960366,4/19/2016 3:00:00 AM,2,0.033333,3:00
1503960366,4/19/2016 4:00:00 AM,0,0,4:00
1503960366,4/19/2016 5:00:00 AM,0,0,5:00
1503960366,4/19/2016 6:00:00 AM,1,0.016667,6:00
1503960366,4/19/2016 7:00:00 AM,19,0.316667,7:00
1503960366,4/19/2016 8:00:00 AM,38,0.633333,8:00
1503960366,4/19/2016 9:00:00 AM,16,0.266667,9:00
1503960366,4/19/2016 10:00:00 AM,16,0.266667,10:00
1503960366,4/19/2016 11:00:00 AM,13,0.216667,11:00
1503960366,4/19/2016 12:00:00 PM,61,1.016667,12:00
1503960366,4/19/2016 1:00:00 PM,65,1.083333,13:00
1503960366,4/19/2016 2:00:00 PM,12,0.2,14:00
1503960366,4/19/2016 3:00:00 PM,12,0.2,15:00
1503960366,4/19/2016 4:00:00 PM,9,0.15,16:00
1503960366,4/19/2016 5:00:00 PM,13,0.216667,17:00
1503960366,4/19/2016 6:00:00 PM,30,0.5,18:00
1503960366,4/19/2016 7:00:00 PM,31,0.516667,19:00
1503960366,4/19/2016 8:00:00 PM,69,1.15,20:00
1503960366,4/19/2016 9:00:00 PM,16,0.266667,21:00
1503960366,4/19/2016 10:00:00 PM,4,0.066667,22:00
1503960366,4/19/2016 11:00:00 PM,48,0.8,23:00
1503960366,4/20/2016 12:00:00 AM,2,0.033333,0:00
1503960366,4/20/2016 1:00:00 AM,2,0.033333,1:00
1503960366,4/20/2016 2:00:00 AM,0,0,2:00
1503960366,4/20/2016 3:00:00 AM,0,0,3:00
1503960366,4/20/2016 4:00:00 AM,0,0,4:00
1503960366,4/20/2016 5:00:00 AM,0,0,5:00
1503960366,4/20/2016 6:00:00 AM,0,0,6:00
1503960366,4/20/2016 7:00:00 AM,3,0.05,7:00
1503960366,4/20/2016 8:00:00 AM,14,0.233333,8:00
1503960366,4/20/2016 9:00:00 AM,50,0.833333,9:00
1503960366,4/20/2016 10:00:00 AM,13,0.216667,10:00
1503960366,4/20/2016 11:00:00 AM,1,0.016667,11:00
1503960366,4/20/2016 12:00:00 PM,8,0.133333,12:00
1503960366,4/20/2016 1:00:00 PM,5,0.083333,13:00
1503960366,4/20/2016 2:00:00 PM,39,0.65,14:00
1503960366,4/20/2016 3:00:00 PM,21,0.35,15:00
1503960366,4/20/2016 4:00:00 PM,11,0.183333,16:00
1503960366,4/20/2016 5:00:00 PM,2,0.033333,17:00
1503960366,4/20/2016 6:00:00 PM,32,0.533333,18:00
1503960366,4/20/2016 7:00:00 PM,36,0.6,19:00
1503960366,4/20/2016 8:00:00 PM,12,0.2,20:00
1503960366,4/20/2016 9:00:00 PM,22,0.366667,21:00
1503960366,4/20/2016 10:00:00 PM,7,0.116667,22:00
1503960366,4/20/2016 11:00:00 PM,33,0.55,23:00
1503960366,4/21/2016 12:00:00 AM,2,0.033333,0:00
1503960366,4/21/2016 1:00:00 AM,8,0.133333,1:00
1503960366,4/21/2016 2:00:00 AM,5,0.083333,2:00
1503960366,4/21/2016 3:00:00 AM,0,0,3:00
1503960366,4/21/2016 4:00:00 AM,0,0,4:00
1503960366,4/21/2016 5:00:00 AM,0,0,5:00
1503960366,4/21/2016 6:00:00 AM,0,0,6:00
1503960366,4/21/2016 7:00:00 AM,3,0.05,7:00
1503960366,4/21/2016 8:00:00 AM,15,0.25,8:00
1503960366,4/21/2016 9:00:00 AM,26,0.433333,9:00
1503960366,4/21/2016 10:00:00 AM,16,0.266667,10:00
1503960366,4/21/2016 11:00:00 AM,0,0,11:00
1503960366,4/21/2016 12:00:00 PM,11,0.183333,12:00
1503960366,4/21/2016 1:00:00 PM,25,0.416667,13:00
1503960366,4/21/2016 2:00:00 PM,2,0.033333,14:00
1503960366,4/21/2016 3:00:00 PM,8,0.133333,15:00
1503960366,4/21/2016 4:00:00 PM,4,0.066667,16:00
1503960366,4/21/2016 5:00:00 PM,5,0.083333,17:00
1503960366,4/21/2016 6:00:00 PM,9,0.15,18:00
1503960366,4/21/2016 7:00:00 PM,8,0.133333,19:00
1503960366,4/21/2016 8:00:00 PM,92,1.533333,20:00
1503960366,4/21/2016 9:00:00 PM,21,0.35,21:00
1503960366,4/21/2016 10:00:00 PM,9,0.15,22:00
1503960366,4/21/2016 11:00:00 PM,15,0.25,23:00
1503960366,4/22/2016 12:00:00 AM,0,0,0:00
1503960366,4/22/2016 1:00:00 AM,0,0,1:00
1503960366,4/22/2016 2:00:00 AM,0,0,2:00
1503960366,4/22/2016 3:00:00 AM,0,0,3:00
1503960366,4/22/2016 4:00:00 AM,0,0,4:00
1503960366,4/22/2016 5:00:00 AM,0,0,5:00
1503960366,4/22/2016 6:00:00 AM,0,0,6:00
1503960366,4/22/2016 7:00:00 AM,0,0,7:00
1503960366,4/22/2016 8:00:00 AM,0,0,8:00
1503960366,4/22/2016 9:00:00 AM,13,0.216667,9:00
1503960366,4/22/2016 10:00:00 AM,2,0.033333,10:00
1503960366,4/22/2016 11:00:00 AM,34,0.566667,11:00
1503960366,4/22/2016 12:00:00 PM,2,0.033333,12:00
1503960366,4/22/2016 1:00:00 PM,4,0.066667,13:00
1503960366,4/22/2016 2:00:00 PM,0,0,14:00
1503960366,4/22/2016 3:00:00 PM,10,0.166667,15:00
1503960366,4/22/2016 4:00:00 PM,4,0.066667,16:00
1503960366,4/22/2016 5:00:00 PM,18,0.3,17:00
1503960366,4/22/2016 6:00:00 PM,23,0.383333,18:00
1503960366,4/22/2016 7:00:00 PM,16,0.266667,19:00
1503960366,4/22/2016 8:00:00 PM,13,0.216667,20:00
1503960366,4/22/2016 9:00:00 PM,159,2.65,21:00
1503960366,4/22/2016 10:00:00 PM,30,0.5,22:00
1503960366,4/22/2016 11:00:00 PM,54,0.9,23:00
1503960366,4/23/2016 12:00:00 AM,9,0.15,0:00
1503960366,4/23/2016 1:00:00 AM,0,0,1:00
1503960366,4/23/2016 2:00:00 AM,1,0.016667,2:00
1503960366,4/23/2016 3:00:00 AM,0,0,3:00
1503960366,4/23/2016 4:00:00 AM,0,0,4:00
1503960366,4/23/2016 5:00:00 AM,0,0,5:00
1503960366,4/23/2016 6:00:00 AM,2,0.033333,6:00
1503960366,4/23/2016 7:00:00 AM,0,0,7:00
1503960366,4/23/2016 8:00:00 AM,8,0.133333,8:00
1503960366,4/23/2016 9:00:00 AM,17,0.283333,9:00
1503960366,4/23/2016 10:00:00 AM,4,0.066667,10:00
1503960366,4/23/2016 11:00:00 AM,11,0.183333,11:00
1503960366,4/23/2016 12:00:00 PM,49,0.816667,12:00
1503960366,4/23/2016 1:00:00 PM,51,0.85,13:00
1503960366,4/23/2016 2:00:00 PM,20,0.333333,14:00
1503960366,4/23/2016 3:00:00 PM,15,0.25,15:00
1503960366,4/23/2016 4:00:00 PM,52,0.866667,16:00
1503960366,4/23/2016 5:00:00 PM,26,0.433333,17:00
1503960366,4/23/2016 6:00:00 PM,66,1.1,18:00
1503960366,4/23/2016 7:00:00 PM,2,0.033333,19:00
1503960366,4/23/2016 8:00:00 PM,9,0.15,20:00
1503960366,4/23/2016 9:00:00 PM,54,0.9,21:00
1503960366,4/23/2016 10:00:00 PM,25,0.416667,22:00
1503960366,4/23/2016 11:00:00 PM,6,0.1,23:00
1503960366,4/24/2016 12:00:00 AM,10,0.166667,0:00
1503960366,4/24/2016 1:00:00 AM,2,0.033333,1:00
1503960366,4/24/2016 2:00:00 AM,0,0,2:00
1503960366,4/24/2016 3:00:00 AM,0,0,3:00
1503960366,4/24/2016 4:00:00 AM,1,0.016667,4:00
1503960366,4/24/2016 5:00:00 AM,0,0,5:00
1503960366,4/24/2016 6:00:00 AM,1,0.016667,6:00
1503960366,4/24/2016 7:00:00 AM,0,0,7:00
1503960366,4/24/2016 8:00:00 AM,1,0.016667,8:00
1503960366,4/24/2016 9:00:00 AM,8,0.133333,9:00
1503960366,4/24/2016 10:00:00 AM,26,0.433333,10:00
1503960366,4/24/2016 11:00:00 AM,12,0.2,11:00
1503960366,4/24/2016 12:00:00 PM,12,0.2,12:00
1503960366,4/24/2016 1:00:00 PM,12,0.2,13:00
1503960366,4/24/2016 2:00:00 PM,1,0.016667,14:00
1503960366,4/24/2016 3:00:00 PM,2,0.033333,15:00
1503960366,4/24/2016 4:00:00 PM,29,0.483333,16:00
1503960366,4/24/2016 5:00:00 PM,25,0.416667,17:00
1503960366,4/24/2016 6:00:00 PM,40,0.666667,18:00
1503960366,4/24/2016 7:00:00 PM,131,2.183333,19:00
1503960366,4/24/2016 8:00:00 PM,18,0.3,20:00
1503960366,4/24/2016 9:00:00 PM,17,0.283333,21:00
1503960366,4/24/2016 10:00:00 PM,7,0.116667,22:00
1503960366,4/24/2016 11:00:00 PM,10,0.166667,23:00
1503960366,4/25/2016 12:00:00 AM,8,0.133333,0:00
1503960366,4/25/2016 1:00:00 AM,3,0.05,1:00
1503960366,4/25/2016 2:00:00 AM,6,0.1,2:00
1503960366,4/25/2016 3:00:00 AM,0,0,3:00
1503960366,4/25/2016 4:00:00 AM,2,0.033333,4:00
1503960366,4/25/2016 5:00:00 AM,1,0.016667,5:00
1503960366,4/25/2016 6:00:00 AM,0,0,6:00
1503960366,4/25/2016 7:00:00 AM,3,0.05,7:00
1503960366,4/25/2016 8:00:00 AM,22,0.366667,8:00
1503960366,4/25/2016 9:00:00 AM,46,0.766667,9:00
1503960366,4/25/2016 10:00:00 AM,12,0.2,10:00
1503960366,4/25/2016 11:00:00 AM,24,0.4,11:00
1503960366,4/25/2016 12:00:00 PM,19,0.316667,12:00
1503960366,4/25/2016 1:00:00 PM,13,0.216667,13:00
1503960366,4/25/2016 2:00:00 PM,5,0.083333,14:00
1503960366,4/25/2016 3:00:00 PM,13,0.216667,15:00
1503960366,4/25/2016 4:00:00 PM,10,0.166667,16:00
1503960366,4/25/2016 5:00:00 PM,8,0.133333,17:00
1503960366,4/25/2016 6:00:00 PM,6,0.1,18:00
1503960366,4/25/2016 7:00:00 PM,86,1.433333,19:00
1503960366,4/25/2016 8:00:00 PM,30,0.5,20:00
1503960366,4/25/2016 9:00:00 PM,132,2.2,21:00
1503960366,4/25/2016 10:00:00 PM,11,0.183333,22:00
1503960366,4/25/2016 11:00:00 PM,3,0.05,23:00
1503960366,4/26/2016 12:00:00 AM,4,0.066667,0:00
1503960366,4/26/2016 1:00:00 AM,11,0.183333,1:00
1503960366,4/26/2016 2:00:00 AM,0,0,2:00
1503960366,4/26/2016 3:00:00 AM,11,0.183333,3:00
1503960366,4/26/2016 4:00:00 AM,0,0,4:00
1503960366,4/26/2016 5:00:00 AM,1,0.016667,5:00
1503960366,4/26/2016 6:00:00 AM,0,0,6:00
1503960366,4/26/2016 7:00:00 AM,3,0.05,7:00
1503960366,4/26/2016 8:00:00 AM,13,0.216667,8:00
1503960366,4/26/2016 9:00:00 AM,31,0.516667,9:00
1503960366,4/26/2016 10:00:00 AM,22,0.366667,10:00
1503960366,4/26/2016 11:00:00 AM,17,0.283333,11:00
1503960366,4/26/2016 12:00:00 PM,10,0.166667,12:00
1503960366,4/26/2016 1:00:00 PM,42,0.7,13:00
1503960366,4/26/2016 2:00:00 PM,60,1,14:00
1503960366,4/26/2016 3:00:00 PM,9,0.15,15:00
1503960366,4/26/2016 4:00:00 PM,22,0.366667,16:00
1503960366,4/26/2016 5:00:00 PM,5,0.083333,17:00
1503960366,4/26/2016 6:00:00 PM,72,1.2,18:00
1503960366,4/26/2016 7:00:00 PM,15,0.25,19:00
1503960366,4/26/2016 8:00:00 PM,26,0.433333,20:00
1503960366,4/26/2016 9:00:00 PM,14,0.233333,21:00
1503960366,4/26/2016 10:00:00 PM,9,0.15,22:00
1503960366,4/26/2016 11:00:00 PM,21,0.35,23:00
1503960366,4/27/2016 12:00:00 AM,10,0.166667,0:00
1503960366,4/27/2016 1:00:00 AM,5,0.083333,1:00
1503960366,4/27/2016 2:00:00 AM,2,0.033333,2:00
1503960366,4/27/2016 3:00:00 AM,0,0,3:00
1503960366,4/27/2016 4:00:00 AM,0,0,4:00
1503960366,4/27/2016 5:00:00 AM,0,0,5:00
1503960366,4/27/2016 6:00:00 AM,0,0,6:00
1503960366,4/27/2016 7:00:00 AM,0,0,7:00
1503960366,4/27/2016 8:00:00 AM,0,0,8:00
1503960366,4/27/2016 9:00:00 AM,33,0.55,9:00
1503960366,4/27/2016 10:00:00 AM,27,0.45,10:00
1503960366,4/27/2016 11:00:00 AM,23,0.383333,11:00
1503960366,4/27/2016 12:00:00 PM,12,0.2,12:00
1503960366,4/27/2016 1:00:00 PM,13,0.216667,13:00
1503960366,4/27/2016 2:00:00 PM,35,0.583333,14:00
1503960366,4/27/2016 3:00:00 PM,6,0.1,15:00
1503960366,4/27/2016 4:00:00 PM,7,0.116667,16:00
1503960366,4/27/2016 5:00:00 PM,13,0.216667,17:00
1503960366,4/27/2016 6:00:00 PM,73,1.216667,18:00
1503960366,4/27/2016 7:00:00 PM,150,2.5,19:00
1503960366,4/27/2016 8:00:00 PM,70,1.166667,20:00
1503960366,4/27/2016 9:00:00 PM,20,0.333333,21:00
1503960366,4/27/2016 10:00:00 PM,0,0,22:00
1503960366,4/27/2016 11:00:00 PM,0,0,23:00
1503960366,4/28/2016 12:00:00 AM,0,0,0:00
1503960366,4/28/2016 1:00:00 AM,10,0.166667,1:00
1503960366,4/28/2016 2:00:00 AM,0,0,2:00
1503960366,4/28/2016 3:00:00 AM,0,0,3:00
1503960366,4/28/2016 4:00:00 AM,0,0,4:00
1503960366,4/28/2016 5:00:00 AM,0,0,5:00
1503960366,4/28/2016 6:00:00 AM,0,0,6:00
1503960366,4/28/2016 7:00:00 AM,1,0.016667,7:00
1503960366,4/28/2016 8:00:00 AM,11,0.183333,8:00
1503960366,4/28/2016 9:00:00 AM,38,0.633333,9:00
1503960366,4/28/2016 10:00:00 AM,19,0.316667,10:00
1503960366,4/28/2016 11:00:00 AM,10,0.166667,11:00
1503960366,4/28/2016 12:00:00 PM,16,0.266667,12:00
1503960366,4/28/2016 1:00:00 PM,33,0.55,13:00
1503960366,4/28/2016 2:00:00 PM,47,0.783333,14:00
1503960366,4/28/2016 3:00:00 PM,5,0.083333,15:00
1503960366,4/28/2016 4:00:00 PM,10,0.166667,16:00
1503960366,4/28/2016 5:00:00 PM,11,0.183333,17:00
1503960366,4/28/2016 6:00:00 PM,56,0.933333,18:00
1503960366,4/28/2016 7:00:00 PM,1,0.016667,19:00
1503960366,4/28/2016 8:00:00 PM,50,0.833333,20:00
1503960366,4/28/2016 9:00:00 PM,21,0.35,21:00
1503960366,4/28/2016 10:00:00 PM,2,0.033333,22:00
1503960366,4/28/2016 11:00:00 PM,48,0.8,23:00
1503960366,4/29/2016 12:00:00 AM,9,0.15,0:00
1503960366,4/29/2016 1:00:00 AM,0,0,1:00
1503960366,4/29/2016 2:00:00 AM,4,0.066667,2:00
1503960366,4/29/2016 3:00:00 AM,0,0,3:00
1503960366,4/29/2016 4:00:00 AM,0,0,4:00
1503960366,4/29/2016 5:00:00 AM,0,0,5:00
1503960366,4/29/2016 6:00:00 AM,0,0,6:00
1503960366,4/29/2016 7:00:00 AM,3,0.05,7:00
1503960366,4/29/2016 8:00:00 AM,13,0.216667,8:00
1503960366,4/29/2016 9:00:00 AM,33,0.55,9:00
1503960366,4/29/2016 10:00:00 AM,4,0.066667,10:00
1503960366,4/29/2016 11:00:00 AM,4,0.066667,11:00
1503960366,4/29/2016 12:00:00 PM,6,0.1,12:00
1503960366,4/29/2016 1:00:00 PM,6,0.1,13:00
1503960366,4/29/2016 2:00:00 PM,56,0.933333,14:00
1503960366,4/29/2016 3:00:00 PM,23,0.383333,15:00
1503960366,4/29/2016 4:00:00 PM,10,0.166667,16:00
1503960366,4/29/2016 5:00:00 PM,9,0.15,17:00
1503960366,4/29/2016 6:00:00 PM,5,0.083333,18:00
1503960366,4/29/2016 7:00:00 PM,11,0.183333,19:00
1503960366,4/29/2016 8:00:00 PM,16,0.266667,20:00
1503960366,4/29/2016 9:00:00 PM,20,0.333333,21:00
1503960366,4/29/2016 10:00:00 PM,27,0.45,22:00
1503960366,4/29/2016 11:00:00 PM,56,0.933333,23:00
1503960366,4/30/2016 12:00:00 AM,1,0.016667,0:00
1503960366,4/30/2016 1:00:00 AM,7,0.116667,1:00
1503960366,4/30/2016 2:00:00 AM,0,0,2:00
1503960366,4/30/2016 3:00:00 AM,1,0.016667,3:00
1503960366,4/30/2016 4:00:00 AM,0,0,4:00
1503960366,4/30/2016 5:00:00 AM,0,0,5:00
1503960366,4/30/2016 6:00:00 AM,0,0,6:00
1503960366,4/30/2016 7:00:00 AM,0,0,7:00
1503960366,4/30/2016 8:00:00 AM,3,0.05,8:00
1503960366,4/30/2016 9:00:00 AM,11,0.183333,9:00
1503960366,4/30/2016 10:00:00 AM,17,0.283333,10:00
1503960366,4/30/2016 11:00:00 AM,7,0.116667,11:00
1503960366,4/30/2016 12:00:00 PM,4,0.066667,12:00
1503960366,4/30/2016 1:00:00 PM,11,0.183333,13:00
1503960366,4/30/2016 2:00:00 PM,22,0.366667,14:00
1503960366,4/30/2016 3:00:00 PM,26,0.433333,15:00
1503960366,4/30/2016 4:00:00 PM,99,1.65,16:00
